start_date,end_date,n_obs,sharpe_M5,sharpe_M8,sharpe_M10,acc_M5,acc_M8,acc_M10,eq1000_M5,eq1000_M8,eq1000_M10,dsharpe_M8_M5,dsharpe_M10_M8,dsharpe_M10_M5,dacc_M8_M5,dacc_M10_M8,dacc_M10_M5,deq_M8_M5,deq_M10_M8,deq_M10_M5
2024-10-01,2025-03-26,120,-2.3418946944674355,-1.174310217924903,0.3949595611628023,0.39316239316239315,0.39316239316239315,0.5126050420168067,964.5696114522358,960.2844186121963,1006.3145343640423,1.1675844765425325,1.5692697790877053,2.736854255630238,0.0,0.11944264885441352,0.11944264885441352,-4.285192840039485,46.03011575184598,41.7449229118065
2024-10-08,2025-04-02,120,-2.2352170218473573,-1.1368091299956462,0.09103274347242857,0.39316239316239315,0.39316239316239315,0.5083333333333333,965.6648639992216,961.3748053948907,1001.2338722333553,1.098407891851711,1.2278418734680747,2.326249765319786,0.0,0.11517094017094015,0.11517094017094015,-4.290058604330852,39.85906683846463,35.569008234133776
2024-10-15,2025-04-09,120,-0.9680998499939177,-1.57438697535547,-1.189791622903555,0.42735042735042733,0.39316239316239315,0.48695652173913045,977.4540662642574,942.8895504190882,979.9471477139638,-0.6062871253615523,0.384595352451915,-0.22169177290963726,-0.03418803418803418,0.0937941285767373,0.059606094388703124,-34.56451584516924,37.05759729487556,2.493081449706324
2024-10-22,2025-04-16,120,-0.5949432460852995,-1.3031203201178858,-1.247792363587736,0.4322033898305085,0.4067796610169492,0.4909090909090909,985.2792794095959,952.0233135736039,979.0584560989931,-0.7081770740325863,0.05532795653014988,-0.6528491175024365,-0.02542372881355931,0.08412942989214173,0.05870570107858242,-33.255965835992015,27.035142525389233,-6.220823310602782
2024-10-29,2025-04-24,120,-0.8523661105780325,-1.341283882985019,-1.0938480397499746,0.4152542372881356,0.3983050847457627,0.49523809523809526,978.9256445618252,951.1988250504086,981.855140290432,-0.48891777240698664,0.24743584323504453,-0.2414819291719421,-0.01694915254237289,0.09693301049233255,0.07998385794995966,-27.72681951141658,30.656315240023446,2.9294957286068666
2024-11-05,2025-05-01,120,-1.1843078538288028,-0.9916612941266966,-0.9490274290915932,0.3898305084745763,0.3813559322033898,0.5,971.3811399976553,966.2475721377455,984.4167852936639,0.1926465597021062,0.04263386503510336,0.23528042473720956,-0.008474576271186474,0.11864406779661019,0.11016949152542371,-5.133567859909817,18.16921315591844,13.035645296008624
2024-11-12,2025-05-08,120,-1.027799818907755,-2.179986160984773,-1.452542577244493,0.3813559322033898,0.3559322033898305,0.5052631578947369,975.4661454266351,935.7255039899105,977.6196584406842,-1.152186342077018,0.72744358374028,-0.424742758336738,-0.02542372881355931,0.14933095450490635,0.12390722569134704,-39.74064143672456,41.894154450773726,2.1535130140491674
2024-11-19,2025-05-15,120,-1.0904814710977453,-2.227986723532965,-1.587566242261743,0.3813559322033898,0.3559322033898305,0.5053763440860215,973.9284407325591,934.2504456225887,975.7084169137268,-1.1375052524352198,0.6404204812712222,-0.49708477116399763,-0.02542372881355931,0.149444140696191,0.12402041188263169,-39.677995109970425,41.45797129113805,1.7799761811676262
2024-11-26,2025-05-22,120,-0.9181247774722954,-2.0897060721759537,-1.7681879518442085,0.3813559322033898,0.3559322033898305,0.5161290322580645,977.8710036854245,938.0323879517781,972.8805438322878,-1.1715812947036583,0.3215181203317452,-0.8500631743719131,-0.02542372881355931,0.160196828868234,0.1347731000546747,-39.83861573364641,34.848155880509694,-4.990459853136713
2024-12-04,2025-05-30,120,-0.8680174284700678,-2.048273377255669,-1.8933760373707225,0.3983050847457627,0.3728813559322034,0.5053763440860215,978.977477319639,939.0937836792275,970.9674645569154,-1.180255948785601,0.15489733988494647,-1.0253586089006546,-0.02542372881355931,0.1324949881538181,0.1070712593402588,-39.88369364041148,31.87368087768789,-8.01001276272359
2024-12-11,2025-06-06,120,-0.7826310329967692,-1.907815539423283,-1.8354891253280543,0.3983050847457627,0.3813559322033898,0.5268817204301075,980.9763965875817,943.0930522236085,971.8365020291782,-1.1251845064265138,0.07232641409522866,-1.0528580923312851,-0.01694915254237289,0.1455257882267177,0.1285766356843448,-37.88334436397315,28.74344980556964,-9.139894558403512
2024-12-18,2025-06-13,120,-0.8209097146875045,-2.1173903840899233,-2.2397173619740776,0.3898305084745763,0.3728813559322034,0.5268817204301075,980.124113134444,938.461423278107,967.2323852994829,-1.2964806694024187,-0.12232697788415425,-1.418807647286573,-0.01694915254237289,0.1540003644979041,0.13705121195553122,-41.66268985633701,28.770962021375908,-12.891727834961102
2024-12-26,2025-06-23,120,-0.4057427666782099,-1.8033030278574553,-1.9447280777828644,0.38461538461538464,0.36752136752136755,0.5268817204301075,990.1369744481311,948.0736776916079,972.9914734769249,-1.3975602611792455,-0.14142504992540905,-1.5389853111046545,-0.01709401709401709,0.15936035290873996,0.14226633581472287,-42.06329675652319,24.917795785316912,-17.145500971206275
2025-01-03,2025-06-30,120,-0.5625983041074382,-1.602772485472071,-1.0594846617585312,0.3728813559322034,0.3728813559322034,0.5591397849462365,986.600953207947,953.2660380122427,984.8513468633888,-1.040174181364633,0.5432878237135399,-0.496886357651093,0.0,0.1862584290140331,0.1862584290140331,-33.3349151957043,31.585308851146124,-1.749606344558174
2025-01-13,2025-07-08,120,-0.6393893288144324,-1.5143586484922493,-1.0312627274968176,0.36752136752136755,0.37606837606837606,0.5483870967741935,985.0888550903551,954.7500844742668,985.104557926585,-0.8749693196778169,0.48309592099543175,-0.39187339868238513,0.008547008547008517,0.17231872070581744,0.18086572925282596,-30.338770616088254,30.35447345231819,0.01570283622993429
2025-01-21,2025-07-15,120,-0.29866792532536424,-1.396776930788686,-1.3576227177198241,0.38461538461538464,0.38461538461538464,0.5268817204301075,992.8089506147986,958.2440256600161,980.3317001135871,-1.0981090054633218,0.0391542130688618,-1.0589547923944598,0.0,0.14226633581472287,0.14226633581472287,-34.564924954782555,22.087674453571026,-12.477250501211529
2025-01-28,2025-07-22,120,-0.07383259199851841,-0.7520467725629868,-1.4153893011086487,0.3793103448275862,0.4051724137931034,0.5161290322580645,997.8477840742447,976.6278239119329,979.6176985709303,-0.6782141805644684,-0.6633425285456619,-1.3415567091101304,0.025862068965517238,0.11095661846496108,0.13681868743047831,-21.21996016231185,2.9898746589974508,-18.2300855033144
2025-02-04,2025-07-29,120,-0.1896034932216014,-0.46549318416827,-1.5692659719139377,0.3620689655172414,0.4051724137931034,0.5161290322580645,995.3014908946858,984.8496847267193,976.9337448042714,-0.2758896909466686,-1.1037727877456676,-1.3796624786923364,0.043103448275862044,0.11095661846496108,0.15406006674082312,-10.451806167966538,-7.915939922447819,-18.367746090414357
2025-02-11,2025-08-05,120,-0.33923367406769256,0.03284778126744847,-0.22324205169203612,0.3565217391304348,0.40869565217391307,0.5268817204301075,991.9938064553971,999.9716073297938,995.8144941250254,0.37208145533514103,-0.2560898329594846,0.11599162237565644,0.05217391304347829,0.11818606825619443,0.17035998129967272,7.977800874396621,-4.157113204768393,3.820687669628228
2025-02-19,2025-08-12,120,-0.4823569622089851,0.5287196667933861,-0.7218139444091197,0.3565217391304348,0.40869565217391307,0.5161290322580645,988.8148346651874,1016.5303228438363,987.488308579897,1.0110766290023712,-1.2505336112025058,-0.23945698220013462,0.05217391304347829,0.10743338008415143,0.15960729312762972,27.71548817864891,-29.042014263939336,-1.3265260852904248
2025-02-26,2025-08-19,120,-0.7849621367692243,1.3161118705220098,0.2370074299210949,0.34782608695652173,0.41739130434782606,0.5161290322580645,982.3624387734403,1040.3743086526629,1003.2061393441671,2.101074007291234,-1.079104440600915,1.0219695666903192,0.06956521739130433,0.09873772791023844,0.16830294530154277,58.01186987922256,-37.16816930849575,20.84370057072681
2025-03-05,2025-08-26,120,-1.3567263043807005,2.1327011564256493,0.9421420034008994,0.3333333333333333,0.40350877192982454,0.5268817204301075,970.7578596664852,1063.172296499925,1013.307157213227,3.4894274608063496,-1.19055915302475,2.2988683077816,0.07017543859649122,0.12337294850028296,0.1935483870967742,92.41443683343994,-49.86513928669808,42.549297546741855
2025-03-13,2025-09-03,120,-1.414803538945692,2.0655562630046225,0.867608338885148,0.34210526315789475,0.42105263157894735,0.5161290322580645,969.9484255272724,1061.3651334749907,1012.1511864996278,3.4803598019503146,-1.1979479241194744,2.28241187783084,0.0789473684210526,0.09507640067911716,0.17402376910016976,91.41670794771824,-49.21394697536289,42.20276097235535
2025-03-20,2025-09-10,120,-1.360132155877426,2.439839387302242,0.7793918915779589,0.3508771929824561,0.43859649122807015,0.5053763440860215,971.5111450064763,1073.4776503267747,1010.6947702175448,3.7999715431796677,-1.660447495724283,2.1395240474553847,0.08771929824561403,0.06677985285795135,0.15449915110356538,101.96650532029832,-62.782880109229836,39.18362521106849
2025-03-27,2025-09-17,120,-1.3637007649247685,2.700920565586156,0.8958955231516992,0.3392857142857143,0.4375,0.5053763440860215,971.7179268755069,1082.6717072700267,1012.4469469471591,4.064621330510924,-1.805025042434457,2.2595962880764677,0.0982142857142857,0.0678763440860215,0.1660906298003072,110.95378039451975,-70.22476032286761,40.729020071652144
2025-04-03,2025-09-24,120,-1.501907166042229,2.8215295123983877,0.8819277169157382,0.3392857142857143,0.44642857142857145,0.5053763440860215,969.2119589425961,1087.3050561091177,1012.503778688267,4.323436678440617,-1.9396017954826494,2.3838348829579674,0.10714285714285715,0.05894777265745005,0.1660906298003072,118.0930971665216,-74.80127742085074,43.291819745670864
2025-04-10,2025-10-01,120,-3.2964557964006893,3.4247052540501124,1.3996365306003975,0.32142857142857145,0.44642857142857145,0.5102040816326531,962.6060145315909,1090.2083538285744,1018.8197411395686,6.721161050450801,-2.025068723449715,4.696092327001087,0.125,0.06377551020408162,0.18877551020408162,127.60233929698359,-71.38861268900587,56.21372660797772
2025-04-17,2025-10-08,120,-5.315205590087673,3.502342258030949,1.231342842519028,0.3063063063063063,0.44144144144144143,0.49514563106796117,951.7846075768521,1090.7208868835387,1016.6984661676975,8.817547848118622,-2.270999415511921,6.5465484326067,0.13513513513513514,0.05370418962651974,0.18883932476165488,138.93627930668663,-74.02242071584124,64.9138585908454
2025-04-25,2025-10-15,120,-5.467748552644533,3.6255386099248494,1.9083733987966913,0.30275229357798167,0.44036697247706424,0.49074074074074076,953.8342525435672,1092.9874272626976,1032.3817234800524,9.093287162569382,-1.7171652111281581,7.376121951441224,0.13761467889908258,0.05037376826367651,0.1879884471627591,139.15317471913033,-60.60570378264515,78.54747093648518
2025-05-02,2025-10-22,120,-5.798211028582636,3.441481760868159,1.8471955838159728,0.3119266055045872,0.44954128440366975,0.48672566371681414,950.0187706421934,1088.615311524529,1031.519228844857,9.239692789450796,-1.5942861770521863,7.645406612398609,0.13761467889908258,0.03718437931314439,0.17479905821222697,138.5965408823356,-57.09608267967201,81.5004582026636
2025-05-09,2025-10-29,120,-5.656504349194533,3.4393152098105393,1.6793545728927404,0.3055555555555556,0.4444444444444444,0.4830508474576271,950.1760925373328,1088.7955848298348,1028.7770137081934,9.095819559005072,-1.759960636917799,7.335858922087273,0.13888888888888884,0.03860640301318269,0.17749529190207153,138.61949229250195,-60.018571121641344,78.6009211708606
2025-05-16,2025-11-05,120,-4.802896583091811,3.821945985524951,1.3887003026886526,0.3148148148148148,0.4537037037037037,0.48333333333333334,958.3585525893462,1098.1717693577887,1024.0718132260736,8.624842568616762,-2.433245682836298,6.191596885780464,0.1388888888888889,0.029629629629629617,0.1685185185185185,139.81321676844243,-74.09995613171509,65.71326063672734
2025-05-23,2025-11-12,120,-4.677044379974641,3.862804619821485,1.6380456446002394,0.3177570093457944,0.45794392523364486,0.48333333333333334,959.286518092109,1099.235114089588,1028.4314312396368,8.539848999796126,-2.2247589752212455,6.3150900245748804,0.14018691588785048,0.025389408099688482,0.16557632398753896,139.94859599747906,-70.8036828499512,69.14491314752786
2025-06-02,2025-11-19,120,-4.35473636041015,3.8733023632117196,1.88255324343108,0.308411214953271,0.4485981308411215,0.49166666666666664,960.0893776039318,1100.1551013409814,1032.892794788526,8.22803872362187,-1.9907491197806395,6.23728960384123,0.14018691588785048,0.04306853582554515,0.18325545171339563,140.06572373704967,-67.26230655245536,72.80341718459431
2025-06-09,2025-11-26,120,-4.6454344294382794,3.533557909680267,1.7571174512849619,0.3055555555555556,0.4444444444444444,0.4666666666666667,953.6361545373372,1092.7604290923146,1030.8678693215122,8.178992339118548,-1.7764404583953053,6.402551880723241,0.13888888888888884,0.022222222222222254,0.1611111111111111,139.12427455497732,-61.892559770802336,77.23171478417498
2025-06-16,2025-12-04,120,-4.586718569973717,3.5521350004311816,1.6999553293975127,0.308411214953271,0.4485981308411215,0.45,954.0868919941196,1093.2769238312549,1029.8667921887036,8.1388535704049,-1.8521796710336689,6.28667389937123,0.14018691588785048,0.0014018691588785215,0.141588785046729,139.19003183713528,-63.41013164255128,75.779900194584
